cmap_instance	drugbank_id	name	dose	cell_line	mers1_es	mers1_p	sars1_es	sars1_p	sars2_es	sars2_p
5522	DB00832	Phensuximide	0.0000212	MCF7	0	1	0	0.99	0	0.9
5523	DB00359	Sulfadiazine	0.000016	MCF7	0	1	0	0.99	0	0.98
5524	DB00424	Hyoscyamine	0.0000138	MCF7	0	1	0	1	0	0.93
5525	DB01176	Cyclizine	0.0000132	MCF7	0	1	0	0.98	0	0.94
5526	DB00860	Prednisolone	0.000011	MCF7	0	1	0	1	0	0.97
5527	DB00301	Flucloxacillin	0.0000084	MCF7	0	1	0	0.99	0	0.94
5528	DB00605	Sulindac	0.0000112	MCF7	0	1	0	0.99	0	0.94
5529	DB08972	Flumequine	0.0000154	MCF7	0	1	0	0.99	0	0.95
5530	DB13063	Parthenolide	0.0000162	MCF7	0	1	0	0.99	0	0.94
5531	DB13785	Dropropizine	0.000017	MCF7	0	1	0	1	0	0.94
5532	DB11738	Rilmenidine	0.0000084	MCF7	0	1	0	0.99	0	0.95
5533	DB02527	Cyclic adenosine monophosphate	0.0000122	MCF7	0	1	0	1	0.386875536	0.02
5534	DB00784	Mefenamic acid	0.0000166	MCF7	0	1	0	1	0	0.95
5535	DB00355	Aztreonam	0.0000092	MCF7	0.428364593	0	0	1	0	0.93
5537	DB00297	Bupivacaine	0.0000124	MCF7	0	1	0	1	-0.53005516	1
5539	DB01019	Bethanechol	0.0000204	MCF7	0	1	0	1	0	0.93
5540	DB13836	Metampicillin	0.0000104	MCF7	0.486543895	0	0	0.96	0.492114942	0
5541	DB00764	Mometasone	0.0000076	MCF7	0.473749969	0	0	1	0	0.94
5542	DB00887	Bumetanide	0.000011	MCF7	0	1	0	0.99	0	0.91
5543	DB13466	Deptropine	0.0000076	MCF7	0	1	0	1	0	0.92
5544	DB01130	Prednicarbate	0.0000082	MCF7	0	1	0	0.99	0	0.94
5545	DB11522	Isoflupredone	0.0000096	MCF7	0.500689346	0	0	0.98	0	0.92
5563	DB00502	Haloperidol	0.00001	MCF7	0	1	0	1	0	0.95
5564	DB00945	Acetylsalicylic acid	0.0001	MCF7	0	1	0	0.97	-0.541721093	1
5565	DB00947	Fulvestrant	0.000001	MCF7	0	1	0	1	-0.520416794	0.99
5566	DB05134	Tanespimycin	0.000001	MCF7	0.340524831	0.01	0	1	-0.384721141	0.95
5567	DB00877	Sirolimus	0.0000001	MCF7	0.619160066	0	0	0.96	-0.412776413	0.96
5568	DB00783	Estradiol	0.0000001	MCF7	0.429454428	0	0	0.99	0.540660054	0
5569	DB00313	Valproic Acid	0.001	MCF7	0	1	0	1	0	0.92
5571	DB00755	Tretinoin	0.000001	MCF7	0	1	0	0.99	-0.527670917	1
5573	DB12442	Alvespimycin	0.0000001	MCF7	0	1	0	0.97	0.657530878	0
5574	DB00313	Valproic Acid	0.0002	MCF7	0	1	-0.604543804	1	-0.537474594	1
5575	DB00433	Prochlorperazine	0.00001	MCF7	0	1	-0.683374841	1	-0.644247451	1
5576	DB02656	LY-294002	0.0000001	MCF7	0	1	0	1	-0.573737896	1
5577	DB00477	Chlorpromazine	0.000001	MCF7	0	1	0	0.98	-0.469287469	1
5578	DB05134	Tanespimycin	0.000001	MCF7	0	1	0	0.99	0.476896834	0
5580	DB02546	Vorinostat	0.00001	MCF7	0	0.99	0	0.99	0	0.83
5581	DB00877	Sirolimus	0.0000001	MCF7	0.391342434	0.01	-0.538888889	1	-0.416461916	0.96
5582	DB00313	Valproic Acid	0.00005	MCF7	0	1	0	1	-0.520453556	1
5583	DB00179	Masoprocol	0.000001	MCF7	0.409649411	0	0	1	0.524147521	0.01
5584	DB00831	Trifluoperazine	0.00001	MCF7	0.306616793	0.02	0	0.97	0.651772966	0
5585	DB05134	Tanespimycin	0.000001	MCF7	0	1	-0.533333333	1	0	0.89
5586	DB05134	Tanespimycin	0.000001	MCF7	0	1	0	0.99	0	0.91
5587	DB02656	LY-294002	0.00001	MCF7	0.315026595	0.02	-0.494444444	1	-0.39547318	0.93
5588	DB02424	Geldanamycin	0.000001	MCF7	0	1	0	1	0	0.94
5589	DB00363	Clozapine	0.00001	MCF7	0.350405122	0.01	0	1	0.765572632	0
5590	DB00679	Thioridazine	0.00001	MCF7	0	1	0	1	-0.507591533	0.99
5592	DB00197	Troglitazone	0.00001	MCF7	0	1	0	1	0	0.93
5593	DB00412	Rosiglitazone	0.00001	MCF7	0	1	0	0.99	0	0.91
5595	DB01645	Genistein	0.00001	MCF7	0	1	0	0.98	0.652925217	0
5596	DB02656	LY-294002	0.00001	MCF7	0	1	-0.538888889	1	-0.42839403	0.97
5597	DB00623	Fluphenazine	0.00001	MCF7	0.33644541	0.02	0	0.97	-0.439708116	0.98
5598	DB00947	Fulvestrant	0.00000001	MCF7	0	1	0	0.99	0	0.91
5599	DB02656	LY-294002	0.00001	MCF7	0.449288035	0	0.454336265	0.1	0.474712609	0.01
5600	DB00313	Valproic Acid	0.0005	MCF7	0	1	0	0.96	0.590488643	0
5601	DB00783	Estradiol	0.00000001	MCF7	0	1	0	0.99	0	0.88
5602	DB00877	Sirolimus	0.0000001	MCF7	0.482824947	0	0	0.96	0.511181809	0
5603	DB08059	Wortmannin	0.00000001	MCF7	0.425205658	0	0	1	0.514136465	0
5604	DB00502	Haloperidol	0.00001	MCF7	0	1	0	1	0	0.86
5605	DB00346	Alfuzosin	0.0000094	MCF7	0	0.99	-0.467019483	1	0	0.84
5606	DB01183	Naloxone	0.000011	MCF7	0	1	0.453855034	0.08	-0.546683047	1
5607	DB00737	Meclizine	0.0000086	MCF7	0	1	0.590876073	0.01	-0.586030319	1
5608	DB14084	Butylparaben	0.0000206	MCF7	0	1	0	0.97	0.614880641	0
5609	DB04570	Latamoxef	0.000007	MCF7	0.388024821	0	0	0.95	-0.494471744	0.98
5610	DB11186	Pentoxyverine	0.0000076	MCF7	0	1	0	0.98	0	0.95
5613	DB00925	Phenoxybenzamine	0.0000118	MCF7	-0.399671532	1	-0.583333333	1	0	0.84
5614	DB13248	Phthalylsulfathiazole	0.00001	MCF7	0	1	0	1	-0.560596595	1
5615	DB00567	Cephalexin	0.000011	MCF7	0	1	0	0.99	0	0.93
5616	DB00467	Enoxacin	0.0000124	MCF7	0	1	0	0.99	0	0.98
5617	DB00975	Dipyridamole	0.000008	MCF7	-0.353853007	1	-0.485673334	1	0	0.87
5618	DB01118	Amiodarone	0.0000058	MCF7	0	1	0	0.99	0	0.97
5620	DB02187	Equilin	0.000015	MCF7	0	1	0	0.98	0.467738338	0
5621	DB01018	Guanfacine	0.0000142	MCF7	0	1	0	0.99	0.433874193	0.01
5622	DB00263	Sulfisoxazole	0.000015	MCF7	0	1	0.569591667	0.02	0	0.86
5623	DB04815	Clioquinol	0.000013	MCF7	-0.373692253	1	0	1	-0.501228501	1
5626	DB01599	Probucol	0.0000078	MCF7	0	1	0	0.97	0	0.9
5627	DB00993	Azathioprine	0.0000144	MCF7	0	1	0.644444444	0	0	0.9
5629	DB14007	Pentetic acid	0.0000102	MCF7	0	1	0.434710872	0.14	-0.58301256	1
5630	DB00363	Clozapine	0.0000122	MCF7	0	1	0	0.98	-0.485161132	0.99
5631	DB01407	Clenbuterol	0.0000128	MCF7	0	1	0	0.97	0	0.93
5632	DB00836	Loperamide	0.0000078	MCF7	-0.410807426	1	-0.538888889	1	0.466611996	0
5633	DB08839	Serotonin	0.0000188	MCF7	0	0.99	0.60665162	0.01	0	0.84
5634	DB00712	Flurbiprofen	0.0000164	MCF7	0	1	-0.474509041	1	-0.513393092	1
5636	DB00624	Testosterone	0.0000116	MCF7	-0.460341263	1	0	0.98	-0.450148369	1
5637	DB00968	Methyldopa	0.000019	MCF7	0	1	0	0.99	0	0.9
5638	DB00502	Haloperidol	0.0000106	MCF7	0	1	0	0.97	0.5345578	0
5640	DB03671	"4-(3,12,14-Trihydroxy-10,13-Dimethyl-Hexadecahydro-Cyclopenta[a]Phenanthren-17-Yl)-5h-Furan-2-One"	0.0000102	MCF7	0	1	-0.546898591	1	-0.40930436	0.96
5642	DB00845	Clofazimine	0.0000084	MCF7	0	0.99	0	0.93	0	0.83
5643	DB00787	Acyclovir	0.0000178	MCF7	0.46320281	0	0	0.95	0.462307175	0
5644	DB00810	Biperiden	0.0000114	MCF7	0	0.98	0	0.97	0.592611725	0
5645	DB00373	Timolol	0.0000092	MCF7	0	1	0	0.98	0	0.89
5663	DB01035	Procainamide	0.0000148	MCF7	0	1	-0.522222222	1	0	0.92
5664	DB01297	Practolol	0.000015	MCF7	0	1	0	0.98	0	0.91
5665	DB01200	Bromocriptine	0.0000054	MCF7	0	1	0	0.99	0	0.93
5667	DB01011	Metyrapone	0.0000176	MCF7	0.318993515	0.03	0	0.98	0	0.9
5669	DB00195	Betaxolol	0.0000116	MCF7	0	1	-0.633333333	1	0	0.87
5670	DB04832	Zimelidine	0.0000098	MCF7	0	0.98	0	0.97	0	0.95
5671	DB00997	Doxorubicin	0.0000068	MCF7	0.779810477	0	0.625105715	0	-0.493243243	1
5672	DB06439	Tyloxapol	0.000004	MCF7	-0.377903771	1	-0.511111111	1	-0.450074987	0.97
5673	DB06774	Capsaicin	0.000013	MCF7	0	1	-0.404268815	0.98	0.445488927	0.01
5674	DB01244	Bepridil	0.00001	MCF7	-0.356573139	1	0	0.98	0	0.93
5675	DB01394	Colchicine	0.00001	MCF7	0	1	-0.567786079	1	0	0.94
5676	DB11442	Oleandomycin	0.000005	MCF7	0	0.99	0	1	0	0.9
5677	DB09020	Bisacodyl	0.000011	MCF7	0	1	0	0.99	-0.508293268	1
5678	DB09552	Thonzonium	0.0000068	MCF7	-0.325081487	1	-0.588888889	1	0	0.88
5680	DB00867	Ritodrine	0.0000124	MCF7	0	1	-0.527824474	1	0	0.95
5681	DB11622	Dehydrocholic acid	0.0000096	MCF7	-0.304337604	1	0	0.95	0	0.88
5682	DB13661	Niridazole	0.0000186	MCF7	0	0.99	0	0.99	0	0.89
5684	DB07118	Hymecromone	0.0000228	MCF7	0	1	0	0.99	0.551046239	0
5685	DB01026	Ketoconazole	0.0000076	MCF7	-0.370476885	1	-0.556608815	1	0	0.95
5686	DB01172	Kanamycin	0.0000068	MCF7	0	0.99	0	0.99	0	0.89
5688	DB00488	Altretamine	0.000019	MCF7	-0.420973442	1	0	0.98	0	0.91
5689	DB00265	Crotamiton	0.0000196	MCF7	0	1	0	0.96	0	0.84
5690	DB00450	Droperidol	0.0000106	MCF7	-0.394655441	1	0	0.96	0	0.81
5691	DB14061	Hycanthone	0.0000112	MCF7	0.336212409	0.02	0	0.97	0	0.81
5692	DB01321	Josamycin	0.0000048	MCF7	0	0.98	0	0.97	0.462417701	0
5694	DB13399	Terguride	0.0000088	MCF7	0	0.99	0	0.97	-0.538629331	1
5695	DB15492		0.0000106	MCF7	-0.42268131	1	0	0.98	0.424531646	0.01
5697	DB01178	Chlormezanone	0.0000146	MCF7	0	1	-0.422222222	0.98	0.364087407	0.04
5698	DB00850	Perphenazine	0.00001	MCF7	0	0.99	-0.406752795	0.98	0	0.91
5699	DB11221	Dioxybenzone	0.0000164	MCF7	-0.491124956	1	0	0.97	0	0.9
5700	DB07477	Felbinac	0.0000188	MCF7	0.371886889	0	0.577925649	0	0.428117524	0
5701	DB01184	Domperidone	0.0000074	MCF7	-0.384954769	1	0	0.96	0	0.82
5702	DB03701	Vanoxerine	0.0000076	MCF7	-0.44458479	1	0	0.95	0.457101127	0
5703	DB00629	Guanabenz	0.0000138	MCF7	0.384756409	0	0	0.96	0.480198557	0
5704	DB01362	Iohexol	0.0000048	MCF7	0	1	0	0.95	0.496554622	0
5724	DB00358	Mefloquine	0.0000096	PC3	0	1	-0.574413054	1	0	0.92
5726	DB00257	Clotrimazole	0.0000116	PC3	-0.393649869	1	-0.666666667	1	0.448299832	0
5727	DB00890	Dienestrol	0.000015	PC3	0	1	0	0.97	0	0.91
5729	DB00822	Disulfiram	0.0000134	PC3	-0.360130258	1	0	0.96	0	0.92
5730	DB12736	Etanidazole	0.0000186	PC3	0	1	0	0.99	0	0.88
5731	DB01170	Guanethidine	0.0000134	PC3	0	1	0	0.98	0	0.92
5732	DB06821	Sulfameter	0.0000142	PC3	0	1	0	1	0	0.92
5734	DB00979	Cyclopentolate	0.0000122	PC3	0.376778554	0	0	0.95	0.418189888	0.01
5735	DB00483	Gallamine Triethiodide	0.0000044	PC3	0.439815044	0.01	0.593736218	0	0.53872499	0
5736	DB04571	Trioxsalen	0.0000176	PC3	0	1	0	1	-0.52027027	1
5737	DB13790	Fipexide	0.0000094	PC3	0	1	-0.611111111	1	0	0.92
5739	DB09028	Cytisine	0.000021	PC3	0.419215361	0	0	0.96	0.563064832	0
5740	DB09064	Ciprofibrate	0.0000138	PC3	0.383645555	0.01	0	1	0.538617763	0
5742	DB00903	Etacrynic acid	0.0000132	PC3	0	1	0	0.98	-0.398034398	0.96
5747	DB00613	Amodiaquine	0.0000086	PC3	0	1	-0.483333333	1	0	0.9
5748	DB11502	Butacaine	0.000013	PC3	0	1	0	1	0	0.9
5749	DB00981	Physostigmine	0.0000062	PC3	0.393509502	0.01	0	0.97	0	0.78
5751	DB11512	Dihydrostreptomycin	0.0000028	PC3	0	1	0	0.98	0	0.89
5752	DB00240	Alclometasone	0.0000076	PC3	0	0.97	0	0.97	0.452605467	0.01
5753	DB01138	Sulfinpyrazone	0.0000098	PC3	0	1	0	1	-0.595521396	1
5754	DB01003	Cromoglicic acid	0.0000078	PC3	0	1	0	0.98	0	0.89
5755	DB11696	Racecadotril	0.0000104	PC3	0	0.98	0	0.96	0.628512568	0
5756	DB00372	Thiethylperazine	0.000006	PC3	0.444350065	0	0	0.98	0.541535895	0
5757	DB00759	Tetracycline	0.0000084	PC3	0.380454645	0	0	0.98	0	0.88
5758	DB01438	Phenazopyridine	0.000016	PC3	0	0.99	0.388703401	0.2	0	0.83
5759	DB00481	Raloxifene	0.0000078	PC3	-0.311865024	1	0	0.95	0	0.83
5761	DB01413	Cefepime	0.0000074	PC3	0.387966805	0	0	0.95	0.558115116	0
5762	DB00302	Tranexamic acid	0.0000254	PC3	0	1	0	0.98	0	0.91
5763	DB13337	Pheneticillin	0.00001	PC3	0.326769324	0.01	0	0.99	0.556495424	0
5764	DB00871	Terbutaline	0.0000072	PC3	0	1	0	0.97	0.517699013	0.01
5765	DB00704	Naltrexone	0.0000096	PC3	0	0.99	0	0.97	0.410893409	0
5767	DB00755	Tretinoin	0.0000134	PC3	0	1	0.408974758	0.12	0	0.91
5768	DB00473	Hexylcaine	0.0000134	PC3	0	1	0.45	0.09	0	0.92
5769	DB01113	Papaverine	0.0000106	PC3	0.366147899	0	0	0.98	0	0.88
5770	DB01232	Saquinavir	0.0000052	PC3	0	1	0	0.99	0	0.89
5771	DB00324	Fluorometholone	0.0000106	PC3	0	1	0	0.96	0	0.94
5772	DB00595	Oxytetracycline	0.000008	PC3	0	1	0	0.97	0	0.9
5773	DB06709	Methacholine	0.0000204	PC3	0	1	0	0.99	0	0.82
5775	DB00699	Nicergoline	0.0000082	PC3	0.390877448	0	0.456549148	0.09	0	0.93
5776	DB07931	Hexestrol	0.0000148	PC3	-0.339305882	1	-0.611111111	1	-0.607897239	1
5778	DB12610	Ebselen	0.0000146	PC3	-0.464712291	1	0	0.99	0	0.9
5781	DB00421	Spironolactone	0.0000096	PC3	0	0.99	0	0.98	-0.498157248	0.99
5782	DB01156	Bupropion	0.0000144	PC3	0	0.99	0	0.96	-0.460732563	0.99
5783	DB00827	Cinoxacin	0.0000152	PC3	0	0.99	0.555555556	0.01	0	0.88
5784	DB05137	Lobeline	0.0000106	PC3	0.37595115	0.01	0	0.96	0	0.88
5785	DB00869	Dorzolamide	0.000011	PC3	0	0.97	0.448125665	0.13	0	0.91
5786	DB06148	Mianserin	0.0000132	PC3	-0.439246056	1	-0.444444444	1	0.368123515	0.03
5787	DB01112	Cefuroxime	0.000009	PC3	0	1	0.429069707	0.08	0	0.87
5788	DB01061	Azlocillin	0.0000082	PC3	0	0.99	-0.483333333	1	0	0.86
5789	DB13718	Hydroquinine	0.0000094	PC3	0	1	0	0.97	0.5946631	0
5791	DB01622	Thioproperazine	0.0000062	PC3	0.287073723	0	0	0.95	-0.53191952	1
5792	DB11148	Butamben	0.0000206	PC3	0	1	0	0.96	-0.464586724	0.99
5793	DB00908	Quinidine	0.0000106	PC3	0	0.99	-0.405555556	1	0	0.87
5794	DB00703	Methazolamide	0.000017	PC3	0	1	0	0.97	0	0.9
5795	DB00944	Demecarium	0.0000056	PC3	0	1	0	0.96	0	0.89
5796	DB00904	Ondansetron	0.0000122	PC3	0	1	0.575537655	0	0.488219525	0
5797	DB01234	Dexamethasone	0.0000092	PC3	0	0.98	0	0.95	0.384155126	0.01
5798	DB00576	Sulfamethizole	0.0000148	PC3	0	0.99	0	0.96	0.572915645	0
5801	DB00532	Mephenytoin	0.0000184	PC3	0	1	0	1	0.628010851	0
5804	DB13766	Lidoflazine	0.0000082	PC3	0	0.99	0.605617817	0	0	0.85
5805	DB01181	Ifosfamide	0.0000154	PC3	0	1	0	0.99	0.442781712	0
5806	DB13232	Suxibuzone	0.0000092	PC3	0	1	0	0.99	0	0.93
5809	DB00826	Natamycin	0.000006	PC3	0	1	0	1	0	0.93
5810	DB01119	Diazoxide	0.0000174	PC3	0	1	0	1	0.754873275	0
5811	DB09084	Benzydamine	0.0000116	PC3	0	1	0	1	0	0.92
5812	DB00221	Isoetarine	0.000012	PC3	0	1	0	1	0	0.97
5813	DB00165	Pyridoxine	0.0000194	PC3	0	1	0.511613096	0.03	0	0.96
5814	DB03322	Dexpropranolol	0.0000136	PC3	0.466685216	0.01	0	1	0	0.98
5815	DB01190	Clindamycin	0.0000086	PC3	0.585351817	0	0	1	0	0.95
5817	DB00568	Cinnarizine	0.0000108	PC3	0	0.99	0	1	0	0.97
5819	DB00432	Trifluridine	0.0000136	PC3	0.44160395	0	0.533684852	0.04	0.514162566	0
5820	DB00844	Nalbuphine	0.0000102	PC3	0	1	0	0.98	0.535303133	0
5821	DB14066	Tetrandrine	0.0000064	PC3	0	1	0.620281734	0.01	0.595302209	0.01
5823	DB00332	Ipratropium	0.0000098	PC3	0	1	0.526459906	0.06	0	0.98
5824	DB00760	Meropenem	0.0000104	PC3	0	1	0.618642177	0.02	0	0.97
5825	DB15588		0.0000088	PC3	0	1	0	1	0.605622279	0
5827	DB00834	Mifepristone	0.0000094	PC3	0	1	0	1	0	0.96
5829	DB01607	Ticarcillin	0.0000094	PC3	0	1	0	1	0	0.98
5830	DB00493	Cefotaxime	0.0000084	PC3	0	1	0	0.99	0.634851602	0
5831	DB01162	Terazosin	0.0000094	PC3	0.449796843	0	0	1	0	0.99
5832	DB08947	Iopamidol	0.0000052	PC3	0	1	0	0.99	0.727409451	0
5835	DB00620	Triamcinolone	0.0000102	PC3	0	1	0	0.99	0.620789761	0
5836	DB00428	Streptozocin	0.000015	PC3	0.4524985	0	0	0.99	0.633921167	0
5837	DB01082	Streptomycin	0.0000028	PC3	0	1	0	1	0	0.94
5838	DB00254	Doxycycline	0.0000084	PC3	0	1	0.693153812	0	0	0.89
5840	DB00951	Isoniazid	0.0000292	PC3	0.434565129	0	0	0.98	0.610816949	0
5841	DB01179	Podofilox	0.0000096	PC3	0	1	0.753813526	0	0.596042474	0
5842	DB00920	Ketotifen	0.0000094	PC3	0	1	0	1	0.650190848	0
5844	DB00158	Folic acid	0.000009	PC3	0.50552042	0	0	1	0.598695192	0
5849	DB01016	Glyburide	0.000008	PC3	0	1	-0.572222222	1	0	0.93
5850	DB00194	Vidarabine	0.000015	PC3	0	1	0.569429528	0	0	0.93
5851	DB06174	Noscapine	0.0000096	PC3	0	1	-0.5	1	0	0.97
5852	DB01299	Sulfadoxine	0.0000128	PC3	0	1	0	0.99	0	0.94
5853	DB00602	Ivermectin	0.0000046	PC3	0.361584001	0.02	0	0.99	0.586974713	0
5854	DB06707	Levonordefrin	0.0000218	PC3	0	1	0	0.99	0	0.98
5856	DB00235	Milrinone	0.000019	PC3	0	1	0	1	0	0.96
5857	DB08943	Isoconazole	0.0000096	PC3	0.344179839	0	-0.525221159	0.99	0	0.97
5859	DB12131	Vinpocetine	0.0000114	PC3	0	1	-0.538888889	1	0	0.95
5860	DB13642	Pridinol	0.0000102	PC3	0	1	0	0.99	-0.471347209	0.99
5861	DB00586	Diclofenac	0.0000126	PC3	0	1	0	0.99	-0.533783784	1
5862	DB00912	Repaglinide	0.0000088	PC3	0	1	0	0.99	0	0.83
5863	DB04821	Nomifensine	0.0000112	PC3	0.47038261	0	0	1	0	0.96
5865	DB00572	Atropine	0.0000058	PC3	0	1	0	0.98	0	0.92
5866	DB04573	Estriol	0.0000138	PC3	0	1	0	1	0	0.93
5867	DB00994	Neomycin	0.0000042	PC3	0	1	0	0.98	0	0.93
5868	DB00274	Cefmetazole	0.0000082	PC3	0	1	0.526724518	0.07	0	0.91
5869	DB06691	Mepyramine	0.00001	PC3	-0.447976479	1	0	0.99	0	0.95
5871	DB01580	Oxprenolol	0.0000132	PC3	0	1	-0.494444444	1	0	0.93
5872	DB00670	Pirenzepine	0.0000094	PC3	0	1	0	1	0	0.94
5873	DB14128	Nadide	0.000006	PC3	0	1	0	0.99	0	0.94
5874	DB01058	Praziquantel	0.0000128	PC3	0	1	0	0.99	0	0.94
5875	DB00996	Gabapentin	0.0000234	PC3	0	1	0.639463512	0.01	0	0.98
5877	DB11376	Azaperone	0.0000122	PC3	0	1	0	0.99	0.600624615	0
5878	DB01418	Acenocoumarol	0.0000114	PC3	0	1	0	0.99	0.568138029	0
5880	DB00623	Fluphenazine	0.0000078	PC3	0	1	0	1	0	0.95
5881	DB01246	Alimemazine	0.0000054	PC3	-0.398664116	1	0	1	0	0.94
5883	DB00798	Gentamicin	0.0000026	PC3	0.397917559	0	0	1	0.610751504	0
5884	DB01097	Leflunomide	0.0000148	PC3	0	1	0	0.99	0	0.9
5885	DB01408	Bambuterol	0.00001	PC3	0	1	0.559123927	0.01	0.393878203	0.04
5886	DB13242	Bucladesine	0.0000078	PC3	-0.377883328	1	0	1	0.58501914	0
5888	DB00244	Mesalazine	0.0000262	PC3	0	1	0	0.99	0.526897044	0
5905	DB00783	Estradiol	0.00000001	MCF7	0	0.97	-0.555555556	1	0	0.74
5906	DB14057	Valinomycin	0.0000001	MCF7	-0.403803059	1	0	0.94	0.531197564	0
5910	DB00783	Estradiol	0.00000001	PC3	0	0.99	0.362510701	0.24	0	0.82
5911	DB14057	Valinomycin	0.0000001	PC3	-0.427246393	1	0	0.99	0.451298326	0
5914	DB05134	Tanespimycin	0.000001	MCF7	0	1	0.524620593	0	0.446830249	0.01
5915	DB11457	Rotenone	0.000001	MCF7	-0.290406559	1	-0.477777778	1	-0.448402948	0.99
5916	DB00679	Thioridazine	0.00001	MCF7	0.33436083	0	0	0.96	0	0.89
5919	DB05134	Tanespimycin	0.000001	PC3	-0.242918686	0.98	0.355555556	0.14	-0.394348894	0.95
5920	DB11457	Rotenone	0.000001	PC3	0.317781149	0.03	0	0.96	0	0.84
5921	DB00679	Thioridazine	0.00001	PC3	-0.322654933	0.99	0	0.97	0	0.88
5925	DB01132	Pioglitazone	0.00001	MCF7	0	0.99	0	0.97	0	0.82
5926	DB00947	Fulvestrant	0.000001	MCF7	0.440110717	0	0	0.93	0	0.78
5927	DB00877	Sirolimus	0.0000001	MCF7	0	1	-0.483333333	1	-0.482674825	1
5930	DB01132	Pioglitazone	0.00001	PC3	0	1	0	0.99	0	0.88
5931	DB00947	Fulvestrant	0.000001	PC3	0.342414564	0.03	0	0.98	0	0.89
5932	DB00877	Sirolimus	0.0000001	PC3	0.550789819	0	0.605555556	0	0.440015695	0
5937	DB02656	LY-294002	0.00001	MCF7	0	1	0	0.96	-0.405386618	0.97
5942	DB02656	LY-294002	0.00001	PC3	0.468364802	0	0	0.95	0	0.88
5943	DB11457	Rotenone	0.000001	MCF7	0.343811531	0.01	0	0.99	0	0.86
5948	DB11457	Rotenone	0.000001	PC3	0.363023962	0.01	0	0.97	0	0.86
5953	DB05134	Tanespimycin	0.000001	MCF7	0.385014056	0.02	0	0.94	0.570102971	0
5955	DB00783	Estradiol	0.00000001	MCF7	0.325432692	0	0	0.96	0.449610463	0.01
5957	DB14057	Valinomycin	0.0000001	MCF7	-0.343640155	1	0	0.98	0.455579818	0.01
5958	DB05134	Tanespimycin	0.000001	PC3	0	0.99	0	0.96	0	0.93
5960	DB00783	Estradiol	0.00000001	PC3	0	0.98	0	0.91	0	0.77
5962	DB14057	Valinomycin	0.0000001	PC3	-0.291961646	0.98	0	0.99	0.683970282	0
5964	DB00947	Fulvestrant	0.000001	MCF7	0	1	0	0.97	0	0.83
5965	DB02656	LY-294002	0.00001	MCF7	0	0.99	0	0.97	0	0.86
5969	DB00947	Fulvestrant	0.000001	PC3	0.352003404	0	0.546090487	0.02	0	0.89
5970	DB02656	LY-294002	0.00001	PC3	0.40920967	0	0	0.96	0	0.91
5972	DB01132	Pioglitazone	0.00001	MCF7	0	0.98	0	0.98	0.574262082	0
5975	DB00877	Sirolimus	0.0000001	MCF7	0.478859485	0	0.554010688	0	0.638391012	0
5977	DB01132	Pioglitazone	0.00001	PC3	0	1	0.426695982	0.06	0	0.77
5980	DB00877	Sirolimus	0.0000001	PC3	0	0.98	0.387316782	0.09	0	0.78
5983	DB12017	Ozagrel	0.0000152	MCF7	0.421103425	0.01	0.579033388	0	0	0.93
5984	DB13284	Meticrane	0.0000146	MCF7	0	1	0	0.98	0	0.92
5985	DB01059	Norfloxacin	0.0000126	MCF7	0	1	0	1	0	0.94
5986	DB09167	Dosulepin	0.000012	MCF7	0	1	0	1	0	0.93
5988	DB00465	Ketorolac	0.0000106	MCF7	0	1	0	0.99	0	0.96
5989	DB11473	Metrifonate	0.0000156	MCF7	0	1	0	1	0	0.95
5990	DB01041	Thalidomide	0.0000154	MCF7	0	1	-0.65	1	0	0.96
5991	DB00498	Phenindione	0.000018	MCF7	0	1	0	0.96	0	0.93
5992	DB01627	Lincomycin	0.000009	MCF7	0	0.99	0	0.98	0.558980297	0.01
5993	DB13449	Proxyphylline	0.0000168	MCF7	0	1	0	0.99	0	0.94
5994	DB00256	Lymecycline	0.0000066	MCF7	0	1	0	0.99	0	0.94
5995	DB08991	Epirizole	0.000017	MCF7	0	1	0	0.98	0	0.96
5996	DB00752	Tranylcypromine	0.0000236	MCF7	0	1	0	1	0.508026896	0
5997	DB01598	Imipenem	0.0000134	MCF7	0	1	-0.618408696	1	0	0.89
5999	DB08849		0.000031	MCF7	0	1	0.471670947	0.09	0	0.96
6000	DB00680	Moricizine	0.0000086	MCF7	0	1	0	0.99	0.61154904	0
6001	DB08979	Fenspiride	0.0000134	MCF7	0	1	0	0.98	0	0.91
6002	DB06704	Iobenguane	0.0000108	MCF7	0	1	0	1	0	0.94
6003	DB00540	Nortriptyline	0.0000134	MCF7	-0.316466331	1	-0.65	1	0	0.94
6004	DB01251	Gliquidone	0.0000076	MCF7	0.476426531	0	0	1	0.619781977	0
6005	DB00955	Netilmicin	0.0000028	MCF7	0	1	0	1	0.687524464	0
6006	DB01115	Nifedipine	0.0000116	MCF7	0	1	0.523927932	0.03	0	0.92
6008	DB01127	Econazole	0.000009	MCF7	-0.445650166	1	0	1	0	0.93
6009	DB00448	Lansoprazole	0.0000108	MCF7	0.476846813	0	0	0.99	0.627719573	0
6010	DB00384	Triamterene	0.0000158	MCF7	0	1	0	0.99	0	0.96
6012	DB06777	Chenodeoxycholic acid	0.0000102	MCF7	0	1	0	0.97	0.510940727	0
6013	DB11549	Tiletamine	0.0000154	MCF7	0	1	0	1	0	0.92
6014	DB01605	Pivmecillinam	0.0000084	MCF7	0	1	0	1	0.546152264	0
